"id","technicianId","inspectedAt","createdAt","deviceId","gateId","taskId","inspectionStatus","deviceCode","deviceName","serialNumber","ipAddress","gateCluster","gateBuilding","gateZone","gateDirection","issueReason","notes"
"4643","51","""2026-07-27T13:37:32.815Z""","""2026-07-27T13:37:32.815Z""","1039","","","OK","910","Morpho md","2124SMP0000694","10.254.210.218","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4644","51","""2026-07-27T13:37:59.035Z""","""2026-07-27T13:37:59.035Z""","1038","","","OK","909","Morpho md","2124SMP0000601","10.254.210.216","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4645","51","""2026-07-27T13:38:19.314Z""","""2026-07-27T13:38:19.314Z""","1037","","","OK","908","Morpho md","2125SMP0000914","10.254.210.222","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4646","51","""2026-07-27T13:38:40.223Z""","""2026-07-27T13:38:40.223Z""","1036","","","OK","907","Morpho md","2124SMP0001118","10.254.210.217","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4647","51","""2026-07-27T13:39:04.247Z""","""2026-07-27T13:39:04.247Z""","1035","","","OK","906","Morpho md","2142SMP0000481","10.254.210.221","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4648","51","""2026-07-27T14:14:56.207Z""","""2026-07-27T14:14:56.207Z""","938","","","OK","800","Morpho md","2223SMP0000810","10.254.210.144","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4649","51","""2026-07-27T14:50:52.626Z""","""2026-07-27T14:50:52.626Z""","918","","","OK","780","Morpho md","2136SMP0000840","10.254.210.172","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4650","51","""2026-07-27T14:51:24.591Z""","""2026-07-27T14:51:24.591Z""","917","","","OK","779","Morpho md","2140SMP0000018","10.254.210.181","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4651","51","""2026-07-27T14:51:41.058Z""","""2026-07-27T14:51:41.058Z""","916","","","OK","778","Morpho md","2142SMP0000108","10.254.210.183","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4652","51","""2026-07-27T14:52:02.164Z""","""2026-07-27T14:52:02.164Z""","915","","","OK","777","Morpho md","2136SMP0000901","10.254.210.179","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
"4653","51","""2026-07-27T14:52:22.214Z""","""2026-07-27T14:52:22.214Z""","914","","","OK","776","Morpho md","2147SMP0000486","10.254.210.180","","","","","","نوع الجهاز: Morpho md
حالة الجهاز في البداية: سليم
حالة الجهاز بعد الفحص: سليم
الحالة النهائية: good
Final Device Condition: OK"
